Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
"T-Mobile USA, Inc.",MICHIGAN,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
"MetroNet Holdings, LLC",MICHIGAN,12973.58782,Fiber,2000,2000,Inf,99.95,0,12,111.95,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"T-Mobile USA, Inc.",MICHIGAN,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,317841.6125,Fiber,10000,10000,Inf,299.95,0,0,299.95,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,1200,200,1229,122,0,0,122,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,1200,200,1229,122,0,0,122,0,Yes
"Point Broadband Fiber Holding, LLC",MICHIGAN,6486.79391,Fixed wireless,50,10,Inf,114.95,0,0,114.95,0,Yes
"Point Broadband Fiber Holding, LLC",MICHIGAN,6486.79391,Fiber,500,500,Inf,104.95,0,10,114.95,20,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,75,10,1229,62,0,0,62,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
Michigan Bell Telephone Company,MICHIGAN,29618.84846,DSL,75,20,1024,70,0,0,70,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
Michigan Bell Telephone Company,MICHIGAN,29618.84846,DSL,25,5,1024,70,0,0,70,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,1200,35,1229,122,0,0,122,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,5152.0875,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,400,10,1229,92,0,0,92,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"T-Mobile USA, Inc.",MICHIGAN,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,800,20,1229,102,0,0,102,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,1200,35,1229,122,0,0,122,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Buckeye Cablevision, Inc.",MICHIGAN,12973.58782,Cable,600,10,Inf,109.99,0,0,109.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"MetroNet Holdings, LLC",MICHIGAN,12973.58782,Fiber,500,500,Inf,49.95,0,12,61.95,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,400,100,1229,92,0,0,92,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,75,75,1229,62,0,0,62,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
"T-Mobile USA, Inc.",MICHIGAN,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,1000,20,1229,112,0,0,112,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,200,10,1229,82,0,0,82,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,200,100,1229,82,0,0,82,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,200,100,1229,82,0,0,82,0,Yes
"Point Broadband Fiber Holding, LLC",MICHIGAN,12973.58782,Fiber,200,200,Inf,74.95,0,10,84.95,20,Yes
"Point Broadband Fiber Holding, LLC",MICHIGAN,12973.58782,Fixed wireless,25,3,Inf,74.95,0,0,74.95,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
"T-Mobile USA, Inc.",MICHIGAN,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,1000,100,1229,112,0,0,112,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Point Broadband Fiber Holding, LLC",MICHIGAN,12973.58782,Fixed wireless,10,1,Inf,64.95,0,0,64.95,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,400,10,1229,92,0,0,92,0,Yes
"Point Broadband Fiber Holding, LLC",MICHIGAN,12973.58782,Fiber,1000,1000,Inf,124.95,0,10,134.95,20,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
Michigan Bell Telephone Company,MICHIGAN,29618.84846,DSL,10,1,1024,70,0,0,70,0,Yes
"T-Mobile USA, Inc.",MICHIGAN,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"T-Mobile USA, Inc.",MICHIGAN,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
Michigan Bell Telephone Company,MICHIGAN,148094.2423,Fiber,5000,5000,Inf,255,0,0,255,0,Yes
"MetroNet Holdings, LLC",MICHIGAN,12973.58782,Fiber,100,100,Inf,29.95,0,12,41.95,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,800,100,1229,102,0,0,102,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Charter Communications, Inc.",MICHIGAN,260531.3,Cable,500,20,Inf,99.99,0,0,99.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,500,50,Inf,59.99,0,1,60.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1000,50,Inf,79.99,0,1,80.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1200,50,Inf,99.99,0,1,100.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
Michigan Bell Telephone Company,MICHIGAN,29618.84846,DSL,50,10,1024,70,0,0,70,0,Yes
"Comcast Cable Communications, LLC",MICHIGAN,158920.8063,Cable,800,20,1229,102,0,0,102,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,100,10,Inf,44.99,0,1,45.99,0,Yes
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10,Inf,49.99,0,1,50.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5,Inf,24.99,0,1,25.99,0,Yes
"Knology of Alabama, Inc.",MICHIGAN,5152.0875,Cable,100,10,Inf,49.99,0,1,50.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,6,0.51,Inf,50,0,0,50,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,250,250,Inf,80,0,0,80,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,Fiber,500,500,Inf,50,0,0,50,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,10,300,34.99,0,0,34.99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,10888.79127,Fiber,150,150,Inf,59.99,0,0,59.99,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,DSL,5,5,Inf,54.99,0,0,54.99,0,Yes
Midcontinent Communications,MINNESOTA,2177.758253,Cable,100,100,Inf,64.95,0,0,64.95,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,40,3,Inf,50,0,0,50,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,25,5,Inf,80.15,0,0,80.15,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,60,10,Inf,95.1,0,0,95.1,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,Fiber,500,500,Inf,100.99,0,0,100.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,40,3,Inf,50,0,0,50,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940,Inf,70,0,0,70,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Fiber,750,750,Inf,84.95,0,0,84.95,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,25,5,Inf,80.1,0,0,80.1,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.58253,Fiber,2000,2000,Inf,99.99,0,0,99.99,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,5,Inf,30,0,0,30,0,Yes
US Internet Corp,MINNESOTA,21777.58253,Fiber,500,500,Inf,60,0,0,60,0,Yes
US Internet Corp,MINNESOTA,21777.58253,Fiber,10000,10000,Inf,299,0,0,299,0,Yes
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,200,200,Inf,30,0,0,30,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,100,10,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,15,0.75,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,60,5,Inf,50,0,0,50,0,Yes
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,500,500,Inf,59.99,0,0,59.99,0,Yes
Hiawatha Broadband Communications Inc.,MINNESOTA,10888.79127,Fiber,1000,1000,Inf,89.99,0,0,89.99,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,40,5,Inf,85.1,0,0,85.1,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,10,300,34.99,0,0,34.99,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,10,1,Inf,70.1,0,0,70.1,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,1000,1000,Inf,90,0,0,90,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,Fiber,300,300,Inf,80.99,0,0,80.99,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,5,Inf,30,0,0,30,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,10888.79127,Fiber,20,20,Inf,75.1,0,0,75.1,0,Yes
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,60,5,Inf,50,0,0,50,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,10,300,34.99,0,0,34.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,800,20,1229,93,0,0,93,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,6,1,Inf,65.1,0,0,65.1,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,50,50,Inf,50,0,0,50,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,100,10,Inf,50,0,0,50,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,2000,2000,Inf,200,0,0,200,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,20,5,Inf,75.1,0,0,75.1,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,80,10,Inf,100.1,0,0,100.1,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,DSL,20,20,Inf,74.99,0,0,74.99,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,2000,2000,Inf,200,0,0,200,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,5,Inf,30,0,0,30,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,30,1.5,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,100,10,Inf,50,0,0,50,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Cable,750,40,Inf,84.95,0,0,84.95,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,40,5,Inf,85.1,0,0,85.1,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Fiber,25,25,Inf,44.95,0,0,44.95,0,Yes
"T-Mobile USA, Inc.",MINNESOTA,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,140,20,Inf,50,0,0,50,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,Fiber,200,200,Inf,70.99,0,0,70.99,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,10888.79127,DSL,20,5,Inf,75.1,0,0,75.1,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,1000,20,1229,103,0,0,103,0,Yes
Midcontinent Communications,MINNESOTA,7259.194177,Cable,500,150,Inf,74.95,0,0,74.95,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,Fiber,1000,1000,Inf,175.99,0,0,175.99,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Cable,750,200,Inf,84.95,0,0,84.95,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,25,3,Inf,14.95,0,0,14.95,0,Yes
"MetroNet Holdings, LLC",MINNESOTA,21777.58253,Fiber,500,500,Inf,49.95,0,12,61.95,0,Yes
Midcontinent Communications,MINNESOTA,21777.58253,Fiber,2000,2000,Inf,129,0,0,129,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Cable,1000,50,Inf,99.95,0,0,99.95,0,Yes
Lumen Technologies Inc.,MINNESOTA,4352.414583,DSL,10,0.75,Inf,50,0,0,50,0,Yes
Kasson & Mantorville Telephone Company,MINNESOTA,21777.58253,DSL,10,10,Inf,59.99,0,0,59.99,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,1000,1000,Inf,90,0,0,90,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,80,10,Inf,100.1,0,0,100.1,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,60,10,Inf,95.1,0,0,95.1,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,5,Inf,30,0,0,30,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,1000,50,3000,109.99,0,0,109.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,3730.641071,DSL,40,3,Inf,50,0,0,50,0,Yes
Midcontinent Communications,MINNESOTA,7259.194177,Fiber,500,500,Inf,74.95,0,0,74.95,0,Yes
"MetroNet Holdings, LLC",MINNESOTA,21777.58253,Fiber,2000,2000,Inf,99.95,0,12,111.95,0,Yes
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,5000,5000,Inf,169.99,0,0,169.99,0,Yes
"MetroNet Holdings, LLC",MINNESOTA,21777.58253,Fiber,100,100,Inf,29.95,0,12,41.95,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Cable,1000,250,Inf,99.95,0,0,99.95,0,Yes
"Cable One, Inc.",MINNESOTA,21777.58253,Cable,940,50,5000,80,0,0,80,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,6,1,Inf,65.1,0,0,65.1,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,50,50,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,4352.414583,DSL,60,5,Inf,50,0,0,50,0,Yes
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,200,200,Inf,54.99,0,0,54.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,3730.641071,DSL,15,0.75,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3730.641071,DSL,140,20,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,20,1.5,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3730.641071,DSL,30,1.5,Inf,50,0,0,50,0,Yes
Midcontinent Communications,MINNESOTA,21777.58253,Fiber,5000,5000,Inf,249,0,0,249,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,Fiber,250,250,Inf,80,0,0,80,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Fiber,1000,1000,Inf,99.95,0,0,99.95,0,Yes
"MetroNet Holdings, LLC",MINNESOTA,21777.58253,Fiber,1000,1000,Inf,64.95,0,12,76.95,10,Yes
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940,Inf,85,0,0,85,0,Yes
Midcontinent Communications,MINNESOTA,5444.395633,Cable,25,25,Inf,44.95,0,0,44.95,0,Yes
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,40,3,Inf,50,0,0,50,0,Yes
"T-Mobile USA, Inc.",MINNESOTA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
Lumen Technologies Inc.,MINNESOTA,4352.414583,DSL,40,3,Inf,50,0,0,50,0,Yes
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.58253,DSL,10,1,Inf,70.1,0,0,70.1,0,Yes
Lumen Technologies Inc.,MINNESOTA,4352.414583,DSL,140,20,Inf,50,0,0,50,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,1200,35,1229,113,0,0,113,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,140,20,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3730.641071,DSL,140,20,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,3264.310938,DSL,80,10,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940,Inf,85,0,0,85,0,Yes
Lumen Technologies Inc.,MINNESOTA,3730.641071,DSL,60,5,Inf,50,0,0,50,0,Yes
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"T-Mobile USA, Inc.",MINNESOTA,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,140,20,Inf,50,0,0,50,0,Yes
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,30,1.5,Inf,50,0,0,50,0,Yes
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,2000,2000,Inf,109.99,0,0,109.99,0,Yes
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,40,3,Inf,50,0,0,50,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,300,20,1500,89.99,0,0,89.99,0,Yes
Mediacom Minnesota LLC,MINNESOTA,21777.58253,Cable,100,10,300,34.99,0,0,34.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Fiber,10000,10000,Inf,299.95,0,0,299.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,200,10,1229,73,0,0,73,0,Yes
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,80,10,Inf,50,0,0,50,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,75,10,1229,61,0,0,61,0,Yes
