customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4572-DVCGN,Female,false,false,false,10,true,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Bank transfer (automatic),80.25,846,true
2397-BRLOM,Male,true,true,true,8,true,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,true,Credit card (automatic),80.45,583.45,true
6080-TCMYC,Male,false,true,true,40,true,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,true,Electronic check,81.2,3292.3,false
4646-QZXTF,Female,false,true,false,7,true,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,false,Bank transfer (automatic),81.25,580.1,false
8714-CTZJW,Female,false,false,false,4,true,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,true,Credit card (automatic),82.85,319.6,false
9274-UARKJ,Female,false,false,false,15,true,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,true,Bank transfer (automatic),83.2,1130,false
3192-LNKRK,Male,false,true,true,34,true,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,true,Mailed check,84.05,2909.95,false
5597-GLBUC,Female,false,false,false,1,true,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,true,Electronic check,85.45,85.45,true
2189-WWOEW,Female,false,false,true,15,true,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,true,Bank transfer (automatic),85.9,1269.55,true
1212-GLHMD,Male,false,false,false,3,true,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,true,Mailed check,86.05,244.85,false
7779-LGOVN,Male,true,true,false,10,true,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,true,Electronic check,86.65,856.65,true
5973-EJGDP,Male,false,false,false,51,true,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,true,Electronic check,87.35,4473,false
6583-QGCSI,Female,true,true,false,50,true,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,true,Electronic check,88.05,4367.35,true
4636-JGAAI,Male,false,true,false,34,true,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,false,Mailed check,88.85,3000.25,false
6712-OAWRH,Female,true,false,false,26,true,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,91.25,2351.8,true
6198-RTPMF,Female,false,true,false,17,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,false,Electronic check,92.6,1579.7,false
1626-ERCMM,Male,true,true,false,20,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,94.55,1899.65,true
5119-KEPFY,Male,false,true,false,36,true,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,true,Bank transfer (automatic),95,3440.25,false
7548-SEPYI,Female,false,false,false,5,true,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,true,Electronic check,96.25,512.45,true
9330-IJWIO,Female,false,false,false,13,true,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,true,Electronic check,100.35,1358.85,true
0265-PSUAE,Female,false,true,true,16,true,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,false,Bank transfer (automatic),100.7,1522.7,false
9168-INPSZ,Female,true,true,false,44,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,false,Electronic check,104.15,4495.65,false
6394-MFYNG,Female,false,false,false,48,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,true,Bank transfer (automatic),107.4,5121.3,true
2615-YVMYX,Male,true,true,false,71,true,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,true,Electronic check,107.5,7713.55,false
1179-INLAT,Male,false,false,false,3,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,true,Mailed check,19.45,69.25,false
3079-BCHLN,Male,false,true,false,47,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Bank transfer (automatic),19.9,942.95,false
7813-TKCVO,Female,false,true,false,20,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Mailed check,20.35,393.15,false
2332-TODQS,Female,false,false,false,48,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,false,Credit card (automatic),25.05,1171.5,false
7325-ENZFI,Female,false,false,false,39,false,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,true,Bank transfer (automatic),40.3,1630.4,false
2430-RRYUW,Male,false,false,false,66,true,No,DSL,Yes,Yes,No,No,No,No,One year,true,Mailed check,54.8,3465.7,false
6008-NAIXK,Male,true,false,false,54,false,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,true,Electronic check,55.45,2966.95,false
3800-LYTRK,Female,false,false,false,14,true,No,DSL,Yes,No,No,Yes,No,No,One year,false,Mailed check,55.7,795.15,false
2282-YGNOR,Female,false,false,false,29,true,No,DSL,Yes,No,Yes,Yes,No,No,One year,false,Credit card (automatic),58,1734.5,false
7228-PAQPD,Female,false,false,false,14,true,No,DSL,No,No,No,Yes,No,Yes,One year,false,Credit card (automatic),59.1,772.85,false
3441-CGZJH,Female,false,true,true,43,false,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,true,Credit card (automatic),60.4,2640.55,false
2522-WLNSF,Female,true,true,false,34,true,No,DSL,No,No,Yes,Yes,Yes,No,One year,false,Bank transfer (automatic),64.2,2106.3,false
8690-UPCZI,Male,false,true,true,29,true,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,false,Bank transfer (automatic),69.05,1958.45,false
2988-PLAHS,Female,false,false,false,3,true,No,DSL,No,No,Yes,No,Yes,Yes,One year,true,Electronic check,69.95,220.45,false
5915-DGNVC,Female,false,true,false,49,true,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,false,Electronic check,71.8,3472.05,false
6202-DYYFX,Female,false,false,false,22,true,Yes,Fiber optic,No,No,No,No,No,No,One year,true,Credit card (automatic),76,1783.6,false
3442-ZHHCC,Male,false,false,false,68,true,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,true,Credit card (automatic),76.9,5023,false
8559-CIZFV,Male,false,true,true,21,true,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,false,Mailed check,77.5,1625,true
9500-IWPXQ,Female,false,true,true,61,true,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,true,Electronic check,79.4,4820.55,false
2636-SJDOU,Male,false,false,false,64,true,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,true,Credit card (automatic),84.3,5289.05,false
8679-LZBMD,Male,false,true,false,44,true,No,Fiber optic,No,No,No,No,Yes,Yes,One year,true,Bank transfer (automatic),90.65,3974.15,false
0048-LUMLS,Male,false,true,true,37,true,No,Fiber optic,No,No,No,No,Yes,Yes,One year,false,Credit card (automatic),91.2,3247.55,false
1150-FTQGN,Female,false,true,true,60,true,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,false,Bank transfer (automatic),94.15,5811.8,false
4083-BFNYK,Female,true,true,false,38,true,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,false,Credit card (automatic),95,3591.25,false
0516-OOHAR,Male,false,true,true,28,true,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,false,Bank transfer (automatic),100.35,2799,false
8402-EIVQS,Male,false,true,false,67,true,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,true,Credit card (automatic),100.9,6733.15,false
5336-UFNZP,Female,true,true,true,65,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,true,Electronic check,107.45,7047.5,false
1093-YSWCA,Male,false,false,false,11,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.55,223.15,false
0404-AHASP,Male,false,true,false,72,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.7,1421.9,false
0608-JDVEC,Male,false,true,false,50,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Electronic check,19.8,1013.2,false
1052-QJIBV,Female,false,true,true,71,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),19.9,1397.3,false
4821-WQOYN,Female,false,true,true,72,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Credit card (automatic),20.1,1326.25,false
7083-MIOPC,Female,false,false,false,72,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Credit card (automatic),20.25,1566.9,false
5542-NKVRU,Female,false,false,false,42,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),20.75,844.45,false
9365-CSLBQ,Male,false,false,true,71,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,false,Mailed check,24.35,1654.6,false
8292-ITGYJ,Female,false,true,true,45,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),24.65,1138.8,false
7996-MHXLW,Female,false,false,false,66,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Credit card (automatic),25.15,1683.6,false
8441-SHIPE,Female,false,false,false,67,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,true,Bank transfer (automatic),25.6,1790.35,false
0562-KBDVM,Female,false,false,false,70,false,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,true,Bank transfer (automatic),44.6,3058.15,false
2192-CKRLV,Female,false,true,false,72,false,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,true,Electronic check,49.2,3580.95,false
3638-WEABW,Female,false,true,false,58,true,Yes,DSL,No,Yes,No,Yes,No,No,Two year,true,Credit card (automatic),59.9,3505.1,false
7860-KSUGX,Male,false,true,true,72,true,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,false,Credit card (automatic),64.45,4720,false
6166-YIPFO,Male,false,true,false,72,false,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Electronic check,64.7,4746.05,false
2176-OSJUV,Male,false,true,false,71,true,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,false,Bank transfer (automatic),65.15,4681.75,false
2235-EZAIK,Female,false,true,false,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,false,Credit card (automatic),79.2,5401.9,false
8345-MVDYC,Female,false,false,false,45,true,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),81.65,3618.7,false
8565-WUXZU,Male,true,true,false,72,true,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,true,Credit card (automatic),84.8,6141.65,false
6339-TBELP,Male,false,false,false,71,true,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,true,Credit card (automatic),86.4,6172,false
5980-BDHPY,Male,false,true,false,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Bank transfer (automatic),87.1,6230.1,false
8413-YNHNV,Male,false,false,false,69,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Mailed check,90.65,6322.1,false
3569-JFODW,Female,false,true,true,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Credit card (automatic),90.95,6652.45,false
9778-OGKQZ,Male,false,true,false,72,true,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),92,6782.15,false
4853-RULSV,Male,false,false,false,70,true,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,true,Credit card (automatic),104,7250.15,true
6374-NTQLP,Male,true,true,true,72,true,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),104.1,7447.7,false
2324-EFHVG,Male,false,false,false,64,true,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,true,Bank transfer (automatic),104.4,6692.65,false
6050-FFXES,Female,false,true,false,69,true,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,false,Bank transfer (automatic),105.35,7240.65,false
5795-KTGUD,Female,false,true,false,68,true,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,true,Bank transfer (automatic),110.8,7553.6,false
5183-KLYEM,Female,false,false,false,72,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,true,Credit card (automatic),112.75,8192.6,false
8085-MSNLK,Female,false,true,false,62,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Mailed check,113.95,6891.4,false
5989-AXPUC,Female,false,true,false,68,true,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,false,Mailed check,118.6,7990.05,false
7968-QUXNS,Male,false,false,false,6,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,18.95,110.15,false
1991-VOPLL,Female,false,false,false,9,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,19.05,157.65,false
3181-MIZBN,Male,false,true,true,16,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Electronic check,19.75,313.4,false
4786-UKSNZ,Male,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.2,20.2,true
4083-EUGRJ,Male,false,false,false,9,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.25,178.5,true
2410-CIYFZ,Male,false,false,true,2,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.4,42.9,false
0787-LHDYT,Male,false,false,false,16,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Credit card (automatic),20.6,330.25,false
5624-BQSSA,Female,false,false,false,1,true,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Mailed check,20.95,20.95,true
2233-FAGXV,Female,false,true,true,5,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,true,Mailed check,24.3,132.25,false
1744-JHKYS,Female,false,true,false,34,true,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,false,Electronic check,24.7,780.2,false
6032-IGALN,Female,false,false,false,1,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,true,Mailed check,25.1,25.1,true
0804-XBFBV,Female,false,false,true,11,false,No phone service,DSL,No,No,No,No,No,No,Month-to-month,false,Electronic check,25.2,321.05,false
3256-EZDBI,Male,true,true,false,51,false,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,true,Credit card (automatic),29.45,1459.35,false
6959-UWKHF,Male,false,false,false,1,true,No,DSL,No,No,No,No,No,No,Month-to-month,true,Electronic check,42.9,42.9,true
7883-ROJOC,Female,false,true,false,19,true,No,DSL,No,No,No,No,No,No,Month-to-month,false,Mailed check,44.9,839.65,false
7568-PODML,Male,false,false,false,1,false,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,true,Mailed check,45.3,45.3,true
8671-KKKOS,Female,false,true,false,46,false,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,false,Electronic check,45.55,2062.15,false
8205-MQUGY,Male,false,true,true,12,true,No,DSL,Yes,No,No,No,No,No,Month-to-month,true,Electronic check,49.2,571.15,false
3621-CHYVB,Female,false,true,false,57,false,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,true,Bank transfer (automatic),49.9,2782.4,false
6304-IJFSQ,Male,false,false,false,3,true,No,DSL,No,Yes,No,No,No,No,Month-to-month,true,Mailed check,49.9,130.1,true
8108-UXRQN,Female,false,true,true,11,false,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,false,Electronic check,50.55,565.35,false
2181-UAESM,Male,false,false,false,2,true,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,false,Electronic check,53.45,119.5,false
7966-YOTQW,Male,false,false,false,10,true,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,true,Credit card (automatic),54.5,568.2,false
7130-CTCUS,Male,true,true,false,16,true,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,true,Bank transfer (automatic),54.55,825.1,false
5493-SDRDQ,Male,false,false,false,2,true,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,true,Mailed check,55.1,113.35,true
5092-STPKP,Female,false,false,false,24,true,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,false,Credit card (automatic),56.35,1381.2,false
9089-UOWJG,Female,false,true,true,12,true,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,true,Credit card (automatic),58.35,740.55,false
3043-TYBNO,Male,false,false,false,3,true,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,false,Mailed check,60.65,196.9,false
3137-LUPIX,Female,false,false,false,4,true,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,true,Mailed check,64.4,253,false
7361-YPXFS,Female,true,false,false,28,true,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,false,Bank transfer (automatic),64.45,1867.6,false
7351-KYHQH,Female,true,false,false,7,true,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,true,Electronic check,64.95,493.65,false
4981-FLTMF,Female,false,true,true,57,true,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,false,Bank transfer (automatic),65.2,3687.85,false
